Title,Video ID,Published At,Keyword,Likes,Comments,Views,avg_comment_likes,total_comment_likes,num_comments,avg_sentiment,pos_comments,neg_comments,neu_comments,year,month,dayofweek,is_weekend,video_age_days,title_len_chars,title_len_words,title_exclamations,title_questions,title_emojis,title_upper_words,title_uppercase_ratio,title_has_numbers,likes_per_1000_views,comments_per_1000_views,comments_to_likes_ratio,share_pos_comments,share_neg_comments,share_neu_comments,kw_animals,kw_apple,kw_asmr,kw_bed,kw_biology,kw_business,kw_chess,kw_cnn,kw_computer science,kw_crypto,kw_cubes,kw_data science,kw_education,kw_finance,kw_food,kw_game development,kw_gaming,kw_google,kw_history,kw_how-to,kw_interview,kw_literature,kw_lofi,kw_machine learning,kw_marvel,kw_mathchemistry,kw_minecraft,kw_movies,kw_mrbeast,kw_mukbang,kw_music,kw_news,kw_nintendo,kw_physics,kw_reaction,kw_sat,kw_sports,kw_tech,kw_trolling,kw_tutorial,kw_xbox,log_Views,log_Likes,log_Comments,log_total_comment_likes,log_avg_comment_likes,Viral
The Mistake People Make When Reading Literature,WcMWPIK0ysk,2020-03-25,literature,4407,170,68989,185.5,1855,10,1.5,6,1,3,2020,3,2,0,882,47,7,0,0,0,0,0.17073170731707318,0,63.87974894548407,2.464160953195437,0.038574994327206714,0.6,0.1,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.141716845540154,8.391176350832751,5.14166355650266,7.526178913346146,5.2284312390838705,0
LITERATURE - Voltaire,LAzKGkTIKpg,2016-05-13,literature,33744,1281,1804121,498.1,4981,10,1.4,5,1,4,2016,5,4,0,2294,21,2,0,0,0,1,0.6111111111111112,0,18.70384525206458,0.7100410670902894,0.03796230440967283,0.5,0.1,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.405584604812526,10.426587537177507,7.156176637480615,8.513586695822125,6.2128064764755635,0
WHAT IS LITERATURE?,BzQCxasdUvg,2020-05-10,literature,1449,89,58621,3.0,30,10,1.9,9,0,1,2020,5,6,1,836,19,3,0,1,0,3,1.0,0,24.718104433564765,1.5182272564439365,0.06142167011732229,0.9,0.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.978865331731324,7.27931883541462,4.499809670330265,3.4339872044851463,1.3862943611198906,0
10 ESSENTIAL Easy Reads of Western Literature,T2GIretcN_g,2022-03-01,literature,4439,565,67276,86.7,867,10,1.5,6,1,3,2022,3,1,0,176,45,7,0,0,0,1,0.35135135135135137,1,65.98192520363874,8.398240085617457,0.12728091912592926,0.6,0.1,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.116573703878597,8.39840965542627,6.338594078203183,6.7661917146603505,4.473921899378137,0
How to Write a Literature Review in 30 Minutes or Less,TdJxY4w9XKY,2017-03-27,literature,32043,2960,1713463,211.6,2116,10,2.0,10,0,0,2017,3,0,0,1976,54,11,0,0,0,0,0.14285714285714285,1,18.70072478950523,1.7274957206546042,0.09237586992478856,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.354027610446682,10.374865237335007,7.993282328101591,7.6577552711348655,5.359412465907847,0
LITERATURE REVIEW: Step by step guide for writing an effective literature review,Vc_Yu_61Ymg,2021-03-14,literature,10524,403,311071,33.7,337,10,2.0,10,0,0,2021,3,6,1,528,80,12,0,0,0,2,0.25,0,33.831504704713716,1.295524172938011,0.03829342455340175,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.647779675620795,9.261508658550582,6.0014148779611505,5.823045895483019,3.5467396869528134,0
How to Write a Literature Review: 3 Minute Step-by-step Guide | Scribbr 🎓,zIYC6zG265E,2020-04-03,literature,30633,610,1707883,467.0,4670,10,1.5,6,1,3,2020,4,4,0,873,73,13,0,0,1,0,0.14545454545454545,1,17.93624036306937,0.35716732352274716,0.019913165540430256,0.6,0.1,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.350765735333411,10.3298657822245,6.415096959171596,8.449128460502108,6.148468295917647,0
LITERATURE - George Orwell,kvXU3vzHq8E,2016-11-25,literature,48535,2309,1912405,987.0,9870,10,1.2,4,2,4,2016,11,4,0,2098,26,3,0,0,0,1,0.5454545454545454,0,25.379038435896163,1.207380235880998,0.047573915730915836,0.4,0.2,0.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.463872693148113,10.790061069622134,7.745002803515839,9.197356444417888,6.895682697747868,0
Shakespeare vs Milton: The Kings of English Literature Debate,IskEx0tgoo4,2014-07-08,literature,5449,533,596680,54.0,540,10,1.9,9,0,1,2014,7,1,0,2969,61,9,0,0,0,0,0.1346153846153846,0,9.132198163169537,0.8932761279077562,0.09781611304826573,0.9,0.0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.299137911206666,8.60337088765729,6.280395838960195,6.293419278846481,4.007333185232471,0
"A Long and Difficult Journey, or  The Odyssey: Crash Course Literature 201",MS4jk5kavy4,2014-02-27,literature,47782,3410,3330650,932.0,9320,10,0.9,3,4,3,2014,2,3,0,3100,74,12,0,0,0,0,0.15789473684210525,1,14.346148649662979,1.0238241784636632,0.07136578627935206,0.3,0.4,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.018678338345367,10.774425206686043,8.134760782418645,9.140025198061156,6.838405200847344,0
An adjunct explains why literature matters | Danielle Carlotti-Smith | TEDxUniversityofTulsa,TpE8TiN8HyY,2018-08-30,literature,356,13,14593,8.428571428571429,59,7,1.7142857142857142,5,0,2,2018,8,3,0,1455,92,10,0,0,0,0,0.11392405063291139,0,24.395258000411157,0.8908380730487221,0.03651685393258427,0.7142857142857143,0.0,0.2857142857142857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.588365764325566,5.877735781779639,2.6390573296152584,4.0943445622221,2.243744592971112,0
Majo no Tabitabi: The Journey of Elaina - Opening Full - Literature - by Reina Ueda,N1Vdi3c7uhc,2020-11-07,literature,131,3,7966,2.0,6,3,1.6666666666666667,2,0,1,2020,11,5,1,655,83,13,0,0,0,0,0.15625,0,16.44489078583982,0.3766005523474768,0.022900763358778626,0.6666666666666666,0.0,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.983063289380366,4.882801922586371,1.3862943611198906,1.9459101490553132,1.0986122886681098,0
上田麗奈「リテラチュア」 MUSIC VIDEO,ufLKDNlLrAQ,2020-10-02,literature,33130,1294,2792013,206.4,2064,10,1.4,4,0,6,2020,10,4,0,691,24,4,0,0,0,2,1.0,0,11.865990595315996,0.46346489074370356,0.039058255357681856,0.4,0.0,0.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.842273757178477,10.408224678961561,7.166265974133638,7.632885505395133,5.334649295795427,0
Magical Realism In 6 Minutes: Literary Fantasy or Fantastic Literature? 📚,UI9I2p71ct0,2021-05-28,literature,2459,162,72310,20.7,207,10,1.8,8,0,2,2021,5,4,0,453,73,10,0,1,1,0,0.13559322033898305,1,34.00636149910109,2.2403540312543218,0.06588043920292802,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.188731540419244,7.807916628926408,5.093750200806762,5.337538079701318,3.077312260546414,0
What is a Literature Review? Explained with a REAL Example | Scribbr 🎓,KkAnKGuX7fs,2020-03-25,literature,7530,129,646913,24.5,245,10,1.8,8,0,2,2020,3,2,0,882,70,11,0,1,1,1,0.18181818181818182,0,11.639895936547882,0.19940857580540197,0.017131474103585658,0.8,0.0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.379968643473584,8.926783114101351,4.867534450455582,5.5053315359323625,3.2386784521643803,0
why study literature // what your degree *actually* teaches you,CJmNsmS1mlY,2021-03-09,literature,842,66,18837,23.1,231,10,1.7,7,0,3,2021,3,1,0,533,63,9,0,0,0,0,0.0,0,44.69926209056644,3.503742634177417,0.07838479809976247,0.7,0.0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.843631385382762,6.736966958001855,4.204692619390966,5.44673737166631,3.1822118404966093,0
How to write a literature review,rnHvO5aRXq0,2018-04-04,literature,4721,181,391796,26.7,267,10,1.6,8,2,0,2018,4,2,0,1603,32,6,0,0,0,0,0.037037037037037035,0,12.049638076958416,0.461975109495758,0.038339334886676554,0.8,0.2,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.878499127495422,8.459987717645458,5.204006687076795,5.5909869805108565,3.3214324131932926,0
Kumail Nanjiani Plays &quot;Tweet Or Literature&quot; | CONAN on TBS,cjNJs5v0WEs,2014-04-09,literature,13526,326,1048396,502.6,5026,10,1.7,8,1,1,2014,4,2,0,3059,68,11,0,0,0,2,0.25925925925925924,0,12.901613512451402,0.31095120546053207,0.024101730001478635,0.8,0.1,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.86277288892405,9.512442967089195,5.7899601708972535,8.522578663692576,6.221782302170192,0
Writing the Literature Review (Part One): Step-by-Step Tutorial for Graduate Students,2IUZWZX4OGI,2010-06-28,literature,11675,1228,1550802,149.0,1490,10,1.8,9,1,0,2010,6,0,0,4440,85,13,0,0,0,0,0.14285714285714285,0,7.528362743922177,0.791848346855369,0.10518201284796574,0.9,0.1,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.254283419262467,9.365290731974005,7.113956109566034,7.307202314764738,5.0106352940962555,0
The Literature Review,jKL2pdRmwc4,2010-05-18,literature,2766,224,441183,3.8,38,10,2.0,10,0,0,2010,5,1,0,4481,21,3,0,0,0,0,0.15789473684210525,0,6.269507211293273,0.5077258189912123,0.08098336948662328,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.997217300971355,7.925518979786926,5.41610040220442,3.6635616461296463,1.5686159179138452,0
Grey Literature,sidEpKTtw8M,2020-04-21,literature,48,1,2847,0.0,0,1,2.0,1,0,0,2020,4,1,0,855,15,2,0,0,0,0,0.14285714285714285,0,16.859852476290833,0.3512469265893923,0.020833333333333332,1.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.954372272531867,3.8918202981106265,0.6931471805599453,0.0,0.0,0
Jacquees - B.E.D.,ul1H_p_FeaA,2017-04-17,bed,1121873,23969,145167323,789.1,7891,10,1.8,8,0,2,2017,4,0,0,1955,17,4,0,0,0,0,0.36363636363636365,0,7.728137275080838,0.16511291594183355,0.021365163436503062,0.8,0.0,0.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.79339759370706,13.930511059293481,10.08455832742843,8.973604867142505,6.672159519728687,1
Jacquees - B.E.D. (Audio),O3H57UrX4MM,2017-02-15,bed,79639,921,10792977,744.7,7447,10,1.4,5,1,4,2017,2,2,0,2016,25,5,0,0,0,0,0.3125,0,7.378779737972202,0.0853332681057321,0.011564685643968408,0.5,0.1,0.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.194406295447212,11.285271758178133,6.826545223556594,8.915700818956903,6.614323374549749,1
J. Holiday - Bed (Official Music Video),82t_UOMHPJY,2007-07-16,bed,515049,16568,78137822,1740.9,17409,10,1.7,8,1,1,2007,7,0,0,5518,39,6,0,0,0,0,0.20689655172413793,0,6.591545385024937,0.212035600378009,0.032167813159524626,0.8,0.1,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.173984786952264,13.152019262311839,9.715288758569297,9.764800032762235,7.462731750483416,1
Nicki Minaj - Bed ft. Ariana Grande,zxtl5ExJmag,2018-07-07,bed,1499298,75048,94340456,3841.3,38413,10,1.6,7,1,2,2018,7,5,1,1509,35,6,0,0,0,0,0.18518518518518517,0,15.892418412732708,0.7955017728555394,0.050055425939339614,0.7,0.1,0.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.36242067998928,14.220508223504849,11.22589651252247,10.556177255464798,8.253826424611157,1
Joel Corry x RAYE x David Guetta - BED [Official Video],mD2a9YzKV3w,2021-03-05,bed,157924,2760,29657435,140.4,1404,10,1.9,9,0,1,2021,3,4,0,537,55,10,0,0,0,2,0.30952380952380953,0,5.324937911859202,0.09306266708499909,0.017476760973632887,0.9,0.0,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.205223444544906,11.969875515766901,7.923348211930154,7.247792581767846,4.951592753462473,1
Joel Corry x RAYE x David Guetta - BED [Official Lyric Video],8mOPFGfJ5WQ,2021-02-26,bed,121553,1171,26260197,96.2,962,10,1.9,9,0,1,2021,2,4,0,544,61,11,0,0,0,2,0.2978723404255319,0,4.628792388724274,0.04459220165027703,0.0096336577460038,0.9,0.0,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.083564966795265,11.708113887471006,7.066466970136958,6.870053411798126,4.576770711466393,1
"Jacquees - B.E.D. (Remix) ft. Ty Dolla $ign, Quavo",Oyo3tNlamDw,2017-08-16,bed,340686,8853,35695760,465.4,4654,10,2.0,10,0,0,2017,8,2,0,1834,50,10,0,0,0,0,0.24242424242424243,0,9.544158746024737,0.24801264912135224,0.02598580511086455,1.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.390542500203978,12.73871944618494,9.088624613292087,8.445697189711167,6.1450436350362825,1
jacquees - B.E.D. (Lyrics) | Nightly Music,IlRN5v5k5SY,2021-03-31,bed,6626,64,401678,68.3,683,10,1.7,8,1,1,2021,3,2,0,511,42,7,0,0,0,0,0.20689655172413793,0,16.495800118502878,0.1593316039215491,0.009658919408391186,0.8,0.1,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.903408541161573,8.798907492088226,4.174387269895637,6.52795791762255,4.238444906195857,0
Powfu - death bed (coffee for your head) (Official Video) ft. beabadoobee,jJPMnTXl63E,2020-04-01,bed,7786057,195769,524709805,3076.5,30765,10,1.1,3,2,5,2020,4,2,0,875,73,11,0,0,0,0,0.05357142857142857,0,14.838786936714477,0.3730995650062228,0.02514353542492689,0.3,0.2,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20.078355917256847,15.867845256392709,12.184695779770589,10.334165463115696,8.031872858058609,1
J Holiday - Bed,uAwPjFq1W4s,2007-12-11,bed,119272,3743,26826274,894.2,8942,10,1.4,5,1,4,2007,12,1,0,5370,15,3,0,0,0,0,0.2727272727272727,0,4.446088935049273,0.13952739019962296,0.03138205111006775,0.5,0.1,0.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.104892375640418,11.689170262270553,8.227909837597483,9.09862638234618,6.797047156997715,1
B.E.D. | sped up,Z2liyRt1bQM,2021-10-12,bed,23477,309,1345689,577.9,5779,10,1.6,6,0,4,2021,10,1,0,316,16,5,0,0,0,0,0.3333333333333333,0,17.44608152403713,0.2296221489512064,0.013161817949482473,0.6,0.0,0.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.112417450625259,10.063819091438468,5.736572297479192,8.662158961666423,6.361129751084959,0
Nicki Minaj - Bed ft. Ariana Grande (Lyrics),1oONLOsajCA,2018-06-15,bed,4644,63,392314,63.9,639,10,1.5,7,2,1,2018,6,4,0,1531,44,7,0,0,0,0,0.18181818181818182,0,11.837456731087853,0.1605856533287112,0.013565891472868217,0.7,0.2,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.87982036751051,8.443546651247939,4.1588830833596715,6.461468176353717,4.1728476237100445,0
Rotimi - In My Bed (Official Video) (feat. Wale),3Dg1CT31_uw,2020-09-17,bed,789062,14192,58921922,837.3,8373,10,1.9,9,0,1,2020,9,3,0,706,48,8,0,0,0,0,0.20588235294117646,0,13.391654128322562,0.24086111787052705,0.0179859123871128,0.9,0.0,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.891723786500656,13.578601444549083,9.560504164299259,9.032886946579088,6.731376031643812,1
Young Money - Bed Rock (Official Music Video),Ha80ZaecGkQ,2009-12-16,bed,1430457,84188,321977550,4221.1,42211,10,2.0,10,0,0,2009,12,2,0,4634,45,7,0,0,0,0,0.2,0,4.442722792318905,0.26147164608215695,0.05885391871269112,1.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19.589992383687008,14.173505230677769,11.34081955036593,10.650459819790981,8.3480879135849,1
Jacquees - B.E.D. (Lyrics) [HD/HQ],ov-duXb7llk,2017-02-16,bed,1158,19,85052,4.8,48,10,1.9,9,0,1,2017,2,3,0,2015,34,7,0,0,0,2,0.42857142857142855,0,13.615200112872126,0.22339274796595024,0.016407599309153715,0.9,0.0,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.351029870570525,7.055312843339752,2.995732273553991,3.8918202981106265,1.7578579175523736,0
Chris Brown - Wet the Bed (Audio) ft. Ludacris,Q_ljNRC8qqM,2011-09-28,bed,361395,9234,50358797,2371.1,23711,10,1.9,9,0,1,2011,9,2,0,3983,46,8,0,0,0,0,0.17647058823529413,0,7.1764025657721735,0.18336418957744363,0.025550989914082927,0.9,0.0,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.734683898706248,12.797729589010391,9.13075589263334,10.073736528095813,7.771530917744991,1
"Joel Corry, RAYE &amp; David Guetta - BED (Lyrics)",OBeDns9Qto8,2021-02-25,bed,17286,277,1603229,33.0,330,10,1.9,9,0,1,2021,2,3,0,545,50,8,0,0,0,2,0.3333333333333333,0,10.78199059523,0.17277631579768082,0.01602452852018975,0.9,0.0,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14.287530902272454,9.757710052922787,5.627621113690637,5.802118375377063,3.5263605246161616,0
Overnight in the World&#39;s Tallest Bed - Challenge,qcfcvkg0VX8,2022-04-09,bed,85527,1347,6055668,112.6,1126,10,1.8,9,1,0,2022,4,5,1,137,52,9,0,0,0,0,0.1282051282051282,1,14.1234625147878,0.2224362365968544,0.015749412466238732,0.9,0.1,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.61650541606673,11.356599086693336,7.206377291472252,7.027314514039777,4.732683506287051,1
OVERNIGHT IN THE WORLD&#39;S MOST DANGEROUS BED!!,1EX3OPwzCJU,2022-06-21,bed,203103,5814,6644534,770.2,7702,10,1.9,9,0,1,2022,6,1,0,64,49,9,2,0,0,7,1.0,1,30.566929148078707,0.8750049288633334,0.028625869632649445,0.9,0.0,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,15.709305270254312,12.221473442106197,8.668196064952765,8.949365142352965,6.647947743296336,1
Powfu - Death Bed (Lyrics) ft. beabadoobee | don&#39;t stay awake for too long,u99AklNGpyc,2020-03-14,bed,1301198,40137,98559845,5692.0,56920,10,1.5,7,2,1,2020,3,5,1,893,78,14,0,0,0,0,0.07272727272727272,1,13.202110859650803,0.4072348125141633,0.030846189434659443,0.7,0.2,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,18.406174495248262,14.078796705059673,10.600078795498629,10.949419620566681,8.646992628951082,1
Bon Jovi - Bed Of Roses (Official Music Video),NvR60Wg9R7Q,2009-06-17,bed,1072689,37571,302125099,274.5,2745,10,1.8,8,0,2,2009,6,2,0,4816,46,8,0,0,0,0,0.22857142857142856,0,3.550479597856913,0.1243557722425438,0.035025063182338965,0.8,0.0,0.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19.526351727976696,13.885680070271162,10.534014371114406,7.917900586327916,5.6185876285929695,1
"Bunk Bed for Triplets / Emerald Girl, Ruby Girl and Diamond Girl",MbQytfUd-lc,2022-08-23,bed,2122,36,164940,2.7,27,10,2.0,10,0,0,2022,8,1,0,1,64,11,0,0,0,0,0.17647058823529413,0,12.865284345822724,0.21826118588577664,0.016965127238454288,1.0,0.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.013343113179687,7.660585461703256,3.6109179126442243,3.332204510175204,1.308332819650179,0
Rotimi - In My Bed (Audio) (feat. Wale),kMVqXKkvFFw,2019-12-13,bed,397142,6354,49183640,2195.1,21951,10,1.3,6,3,1,2019,12,4,0,985,39,7,0,0,0,0,0.23076923076923078,0,8.07467686409546,0.12918929953130756,0.015999315106435482,0.6,0.3,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,17.711071626172156,12.892051696323673,8.756997183623554,9.996613530525611,7.694438338933248,1
Jacquees - B.E.D. (Remix),pMPEd48ktlQ,2018-09-30,bed,2206,30,157632,21.6,216,10,1.7,8,1,1,2018,9,6,1,1424,25,5,0,0,0,0,0.3125,0,13.994620381648396,0.19031668696711326,0.013599274705349048,0.8,0.1,0.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.968024825349653,7.699389406256737,3.4339872044851463,5.37989735354046,3.1179499062782403,0
Secret Hidden BED Entrance to Epic GAMING FORT!,whlWz4LZaBk,2021-06-25,bed,130796,4106,9493733,56.5,565,10,1.4,5,1,4,2021,6,4,0,425,47,8,1,0,0,3,0.4358974358974359,0,13.777088527768791,0.43249583699057054,0.03139239732101899,0.5,0.1,0.4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,16.06614256000551,11.78140178196239,8.320448113956559,6.338594078203183,4.051784947803305,1
jacquees - b.e.d. (sped up),Q7a2gKchVlc,2022-01-03,bed,6366,54,302407,48.5,485,10,1.5,5,0,5,2022,1,0,0,233,27,6,0,0,0,0,0.0,0,21.051100007605644,0.1785672950692279,0.008482563619227144,0.5,0.0,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.619532377964042,8.758883680017025,4.007333185232471,6.186208623900494,3.901972669574645,0
"Bed Bath &amp; Beyond is a &#39;JCPenney 2,&#39; says Jim Cramer",k05LqUEb07E,2022-08-24,bed,25,26,4454,8.11111111111111,73,9,1.1111111111111112,2,1,6,2022,8,2,0,0,64,13,0,0,0,0,0.2,1,5.612932195779075,5.8374494836102375,1.04,0.2222222222222222,0.1111111111111111,0.6666666666666666,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.40178233990491,3.258096538021482,3.295836866004329,4.30406509320417,2.209494669928034,0
Why Investors are Angry About Bed Bath &amp; Beyond ($BBBY),WQkl1utfHVM,2022-08-20,bed,5716,687,153064,88.77777777777777,799,9,1.2222222222222223,4,2,3,2022,8,5,1,4,59,10,0,0,0,1,0.24444444444444444,0,37.343856164741545,4.488318611822506,0.1201889433170049,0.4444444444444444,0.2222222222222222,0.3333333333333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.938617946758361,8.651199471263972,6.5337888379333435,6.684611727667927,4.497337481184876,0
